h3,road_complexity
8844de408bfffff,1
8844de40bdfffff,3
8844de41dbfffff,2
8844de40a7fffff,5
8844de440bfffff,1
8844de4465fffff,2
8844de4543fffff,1
8844de4517fffff,7
8844de45d7fffff,1
8844de4521fffff,6
8844de45abfffff,2
8844de4ea7fffff,1
8844dc61c7fffff,1
8844dc6095fffff,2
8844dc6115fffff,1
8844dc6ac9fffff,5
8844dc6137fffff,1
8844dc61a3fffff,3
8844dc6ab9fffff,2
8844dc6ec1fffff,2
8844dc6e07fffff,1
8844dc6e3dfffff,8
8844dc6e23fffff,1
8844dc6c4dfffff,2
8844dc6ec7fffff,1
8844dc6ebbfffff,8
8844dc6ea7fffff,1
8844dc6f1dfffff,1
8844dc6f03fffff,2
8844dc6f3bfffff,6
8844dc6c61fffff,8
8844dc6c65fffff,6
8844dc6893fffff,3
8844dc6d4bfffff,2
8844dc6d19fffff,7
8844dc6dc3fffff,4
8844dc6dc5fffff,1
8844dc6d11fffff,3
8844d8d2d9fffff,8
8844dc6851fffff,2
8844dc694bfffff,2
8844dc69d5fffff,1
8844dc6947fffff,2
8844dc6939fffff,1
8844dea6c1fffff,2
8844d8d359fffff,2
8844d8d2c9fffff,1
8844d89b07fffff,1
8844dc6cd5fffff,1
8844d89b31fffff,18
8844d89b37fffff,2
8844d89969fffff,2
8844dc6cb7fffff,1
8844dc6d93fffff,2
8844dc6d95fffff,1
8844d8d749fffff,1
8844d8d639fffff,1
8844d8d737fffff,4
8844d89985fffff,9
8844d899adfffff,7
8844d899b7fffff,3
8844d88b5dfffff,20
8844d88b53fffff,2
8844d88b09fffff,4
8844d88b61fffff,36
8844d8d6bdfffff,1
8844d8d467fffff,7
8844d8d519fffff,7
8844d8d4a1fffff,8
8844d8d2b1fffff,1
8844d8d0b9fffff,3
8844d8d18dfffff,2
8844d8d185fffff,2
8844d8d195fffff,1
8844d8c343fffff,29
8844d8c36bfffff,52
8844d8c329fffff,22
8844d8d537fffff,10
8844d8d52dfffff,3
8844d8c211fffff,10
8844d8d5bdfffff,3
8844d8c225fffff,3
8844d8c313fffff,5
8844d8c33bfffff,12
8844d8c335fffff,17
8844d8c051fffff,1
8844d8c015fffff,1
8844d8c02dfffff,5
8844dea54bfffff,2
8844dea561fffff,5
8844dea199fffff,2
8844deac09fffff,3
8844dea4ebfffff,1
8844dea587fffff,4
8844deaed9fffff,3
8844deaed5fffff,1
8844deae91fffff,2
8844deaa93fffff,1
8844deaf07fffff,1
8844dead5bfffff,2
8844dead4dfffff,1
8844dea8edfffff,3
8844dea8b1fffff,3
8844dead25fffff,4
8844de3263fffff,3
8844dead3bfffff,1
8844de376bfffff,4
8844de3051fffff,38
8844de30cdfffff,20
8844de30c5fffff,1
8844de3033fffff,1
8844de308bfffff,15
8844d8d819fffff,10
8844d8da37fffff,1
8844d8daa3fffff,12
8844d8d881fffff,10
8844d8d99bfffff,39
8844d8d905fffff,3
8844d8d9c5fffff,4
8844d8d9a9fffff,1
8844de3691fffff,9
8844de36bbfffff,11
8844d8c147fffff,15
8844d8d8b7fffff,16
8844d8ca5bfffff,17
8844d8d993fffff,63
8844d8ca6bfffff,4
8844d8ca39fffff,5
8844d8ca6dfffff,3
8844d8ca29fffff,1
8844d8ca2dfffff,4
8844de3499fffff,18
8844d8c857fffff,24
8844de3493fffff,1
8844d8c95bfffff,7
8844d8c901fffff,2
8844de3631fffff,60
8844de371dfffff,1
8844de36b5fffff,16
8844de309dfffff,14
8844de3509fffff,3
8844de3087fffff,14
8844de22c9fffff,36
8844de34e9fffff,19
8844de35d9fffff,1
8844de35d1fffff,2
8844de3593fffff,33
8844de2665fffff,1
8844de22abfffff,2
8844de22a3fffff,3
8844de2717fffff,6
8844de20d3fffff,1
8844de254bfffff,1
8844d88a21fffff,19
8844d88849fffff,1
8844d88b37fffff,27
8844d88941fffff,1
8844d88945fffff,1
8844d889d9fffff,1
8844d889ddfffff,7
8844d8d4bbfffff,1
8844d8c60dfffff,4
8844d8c629fffff,1
8844d888e7fffff,8
8844d889d3fffff,4
8844d88991fffff,9
8844d889abfffff,1
8844d8123bfffff,4
8844d8104bfffff,2
8844d8136bfffff,2
8844d81363fffff,5
8844d8c4c9fffff,1
8844d8116bfffff,5
8844d81167fffff,16
8844d8c761fffff,2
8844d8c723fffff,1
8844d8c737fffff,3
8844d8c541fffff,1
8844d8c1e3fffff,1
8844d8ce51fffff,1
8844d8ce0bfffff,2
8844d8ce11fffff,9
8844d8cf5bfffff,4
8844d8ce2bfffff,17
8844d8c5adfffff,1
8844d8c4a5fffff,4
8844d8c595fffff,6
8844d8c5b1fffff,41
8844d81b63fffff,4
8844d8cee7fffff,8
8844d8cc4bfffff,2
8844d8cc09fffff,4
8844d8cc3dfffff,2
8844d8ccc9fffff,6
8844d8ceb7fffff,1
8844d81b2dfffff,13
8844d8cc9dfffff,4
8844d8cc33fffff,9
8844d8cce1fffff,1
8844d8cca5fffff,27
8844d812b1fffff,4
8844d81029fffff,2
8844d810d9fffff,6
8844d810ebfffff,1
8844d810b9fffff,15
8844d81197fffff,7
8844d81acbfffff,4
8844d8118dfffff,3
8844d80345fffff,3
8844d8025bfffff,14
8844d81523fffff,17
8844d80201fffff,13
8844d80235fffff,11
8844d81537fffff,19
8844d802a5fffff,12
8844d8001bfffff,15
8844d80351fffff,11
8844d80341fffff,3
8844d80225fffff,14
8844d8031dfffff,18
8844d8032bfffff,4
8844d80331fffff,2
8844d801cdfffff,12
8844d81a01fffff,5
8844d81a21fffff,3
8844d81a33fffff,1
8844d81aedfffff,1
8844d81959fffff,14
8844d81807fffff,3
8844d8191bfffff,13
8844d81833fffff,1
8844d81923fffff,27
8844d8198dfffff,2
8844d80a45fffff,25
8844d80a69fffff,8
8844d80a07fffff,3
8844d81987fffff,17
8844d819bdfffff,1
8844d8569bfffff,6
8844d80b59fffff,4
8844d80b2dfffff,86
8844d85499fffff,75
8844d80a27fffff,1
8844d80b13fffff,11
8844d80b03fffff,10
8844d80841fffff,7
8844d8080dfffff,4
8844d8082dfffff,57
8844d8cadbfffff,2
8844d8cf43fffff,9
8844d8ca93fffff,2
8844d8caa5fffff,5
8844d8cf63fffff,5
8844d8c83dfffff,1
8844d8c9d5fffff,7
8844d8c933fffff,3
8844d8520dfffff,10
8844d8c995fffff,17
8844d8cd11fffff,10
8844d8cd0dfffff,14
8844d8cd23fffff,6
8844d8cd8bfffff,1
8844d8cdbdfffff,69
8844d852ddfffff,8
8844d852d5fffff,5
8844d85293fffff,50
8844d85239fffff,7
8844d85227fffff,27
8844de26d7fffff,9
8844de263bfffff,7
8844de2455fffff,15
8844de26adfffff,2
8844de2411fffff,6
8844d85341fffff,1
8844d85329fffff,1
8844de248bfffff,33
8844de2503fffff,2
8844de25cdfffff,71
8844de25edfffff,1
8844de25e5fffff,7
8844de24abfffff,40
8844de2591fffff,54
8844de2597fffff,4
8844d8580bfffff,29
8844d8581dfffff,4
8844d8566dfffff,10
8844d8563dfffff,50
8844d85709fffff,48
8844d80969fffff,30
8844d80905fffff,24
8844d84661fffff,21
8844d8466bfffff,9
8844d8463bfffff,2
8844d84f23fffff,105
8844dea9a9fffff,2
8844de0697fffff,1
8844de3309fffff,1
8844de333bfffff,2
8844de3325fffff,1
8844de05e5fffff,2
8844de04b1fffff,3
8844de0581fffff,1
8844de3063fffff,2
8844de3125fffff,1
8844de31ebfffff,1
8844de31c3fffff,1
8844de3a91fffff,1
8844de3a0bfffff,1
8844de0eddfffff,2
8844de0e8bfffff,4
8844de0c1bfffff,4
8844de0c8dfffff,3
8844de0f33fffff,1
8844de0d59fffff,1
8844de0d5bfffff,1
8844de0d57fffff,2
8844de0cedfffff,2
8844de0de1fffff,2
8844de3959fffff,6
8844de0cbdfffff,6
8844de0cb1fffff,1
8844de0db1fffff,1
8844de0dbdfffff,2
8844de729bfffff,2
8844de774dfffff,2
8844de76adfffff,1
8844de220dfffff,1
8844de235dfffff,4
8844de2351fffff,9
8844de2357fffff,6
8844de204dfffff,6
8844de205dfffff,2
8844de233bfffff,7
8844de2333fffff,41
8844de2061fffff,17
8844de2063fffff,20
8844de202dfffff,67
8844de38cdfffff,5
8844de3899fffff,3
8844de38a5fffff,1
8844de2a43fffff,2
8844de202bfffff,18
8844de2021fffff,14
8844de21c9fffff,156
8844de21d7fffff,21
8844de2a95fffff,6
8844de2a97fffff,3
8844de289bfffff,14
8844de2d4dfffff,9
8844de39b5fffff,5
8844de39a7fffff,3
8844de7693fffff,5
8844de2a61fffff,4
8844de2865fffff,8
8844de7687fffff,6
8844de76a5fffff,1
8844de7489fffff,6
8844de74a7fffff,5
8844de74b7fffff,1
8844de2847fffff,9
8844de29c1fffff,4
8844de28c1fffff,2
8844de28edfffff,4
8844de28e1fffff,3
8844de299dfffff,6
8844de298bfffff,4
8844de28b5fffff,3
8844de2993fffff,2
8844de2957fffff,1
8844de2901fffff,8
8844de29c5fffff,10
8844de29a3fffff,6
8844de6699fffff,6
8844de6691fffff,1
8844de7065fffff,1
8844de7133fffff,5
8844de71e7fffff,3
8844de70d1fffff,2
8844de70c5fffff,1
8844de7095fffff,1
8844de750dfffff,4
8844de7563fffff,8
8844de6239fffff,3
8844de6223fffff,6
8844de44b7fffff,3
8844de7a61fffff,12
8844de7ac7fffff,1
8844de7851fffff,3
8844de7b25fffff,1
8844de7b11fffff,2
8844de790dfffff,4
8844de7a9bfffff,1
8844de78c9fffff,3
8844de78c1fffff,4
8844de633bfffff,3
8844de7893fffff,1
8844de783dfffff,1
8844de7913fffff,1
8844de79c5fffff,1
8844de79e3fffff,1
8844de7993fffff,1
8844de6a47fffff,2
8844de7997fffff,2
8844de6b5bfffff,2
8844de62d5fffff,3
8844de6757fffff,1
8844de62a1fffff,30
8844de62bdfffff,5
8844de60c9fffff,12
8844de6013fffff,4
8844de62b3fffff,1
8844de6729fffff,4
8844de60a7fffff,3
8844de6403fffff,1
8844de648bfffff,3
8844de648dfffff,1
8844de64adfffff,8
8844de65d1fffff,2
8844de6555fffff,1
8844de6541fffff,3
8844de653bfffff,7
8844de65edfffff,23
8844de6eb3fffff,1
8844de6029fffff,4
8844de60a5fffff,1
8844de6e41fffff,1
8844de61a5fffff,3
8844de6ae1fffff,1
8844de68d3fffff,5
8844de6e05fffff,9
8844de6893fffff,4
8844de6d61fffff,33
8844dad251fffff,5
8844de2ec5fffff,4
8844de2e33fffff,31
8844de2ee7fffff,13
8844de2eadfffff,5
8844de2c53fffff,10
8844de2ea1fffff,10
8844de2ccbfffff,7
8844de2f3bfffff,17
8844de2c69fffff,5
8844de2c63fffff,28
8844da920bfffff,19
8844da9207fffff,4
8844da921dfffff,10
8844da9231fffff,20
8844da92d3fffff,51
8844da928dfffff,26
8844da9353fffff,5
8844da9049fffff,42
8844da932bfffff,24
8844da9327fffff,13
8844da9065fffff,16
8844da9067fffff,42
8844da903dfffff,47
8844da9037fffff,40
8844da90e1fffff,28
8844da9111fffff,16
8844da91c9fffff,20
8844d125d1fffff,53
8844dc5a49fffff,45
8844dc516bfffff,18
8844d12595fffff,26
8844dc50a7fffff,23
8844dc424dfffff,26
8844dc51e3fffff,17
8844dc5ad3fffff,107
8844dc51b3fffff,49
8844dc4341fffff,35
8844dc5ac7fffff,42
8844dc5ae1fffff,11
8844dc5855fffff,55
8844dc5a81fffff,69
8844dc5a83fffff,38
8844dc5aa5fffff,626
8844dc425dfffff,8
8844dc42e5fffff,1
8844dc42bdfffff,27
8844dc4051fffff,10
8844dc403dfffff,56
8844dc4327fffff,2
8844dc4027fffff,40
8844dc4125fffff,47
8844d12cd7fffff,154
8844d12c3bfffff,16
8844d12c33fffff,13
8844d12c67fffff,6
8844d12c65fffff,1
8844d12c63fffff,20
8844dc590dfffff,95
8844dc5981fffff,50
8844dc593bfffff,50
8844dc59e9fffff,53
8844dc5923fffff,87
8844dc5985fffff,77
8844de96ddfffff,76
8844dc59adfffff,31
8844de9651fffff,194
8844d12cb5fffff,4
8844de9751fffff,10
8844de962bfffff,56
8844de963bfffff,158
8844de96abfffff,8
8844de9439fffff,483
8844de943dfffff,899
8844dc58a5fffff,39
8844dc4a41fffff,5
8844dc4a0dfffff,47
8844dc59a3fffff,69
8844dc4b51fffff,155
8844dc4b63fffff,111
8844dc4a21fffff,196
8844dc4a27fffff,42
8844dc4b03fffff,167
8844dc4845fffff,271
8844de9695fffff,19
8844de96b3fffff,92
8844dc4b61fffff,264
8844dc4b29fffff,92
8844de9489fffff,7
8844de9411fffff,18
8844de94e9fffff,196
8844de94adfffff,80
8844de94a1fffff,20
8844de908bfffff,85
8844de9091fffff,24
8844de9093fffff,52
8844de9095fffff,69
8844de9467fffff,561
8844de91dbfffff,7
8844de90a3fffff,65
8844de835dfffff,18
8844de8343fffff,20
8844de822bfffff,7
8844de9435fffff,102
8844de958bfffff,78
8844de95e7fffff,53
8844de82d1fffff,39
8844de8661fffff,20
8844de8719fffff,23
8844de8743fffff,161
8844de8767fffff,55
8844de870bfffff,32
8844de8721fffff,25
8844de8059fffff,11
8844de82bdfffff,35
8844de8029fffff,11
8844dc40e7fffff,25
8844dc4095fffff,35
8844dc4563fffff,10
8844dc4529fffff,28
8844dc4525fffff,14
8844dc4e2bfffff,9
8844dc4adbfffff,24
8844dc41adfffff,68
8844dc41abfffff,39
8844dc4ae3fffff,27
8844dc4ab3fffff,41
8844dc4f41fffff,20
8844dc4f6bfffff,28
8844dc48d9fffff,32
8844dc4f25fffff,6
8844de8465fffff,3
8844de841bfffff,27
8844de85c1fffff,45
8844de85e3fffff,41
8844de8547fffff,60
8844de85adfffff,58
8844de8e81fffff,66
8844de8e85fffff,197
8844de84bdfffff,4
8844de8599fffff,13
8844de8597fffff,264
8844de85b3fffff,37
8844debb59fffff,26
8844deba55fffff,57
8844deba13fffff,1
8844deba3bfffff,3
8844ded8d9fffff,64
8844ded817fffff,34
8844ded889fffff,112
8844dec019fffff,7
8844dec2b7fffff,10
8844dec159fffff,25
8844dec15bfffff,55
8844ded8b9fffff,79
8844de8f51fffff,71
8844de8f43fffff,23
8844de8f1bfffff,41
8844de8f07fffff,7
8844de8f39fffff,2
8844de889bfffff,17
8844de8d49fffff,12
8844d81967fffff,22
8844d8ccbbfffff,45
8844d85649fffff,119
8844d8565bfffff,33
8844d8505dfffff,15
8844d852a9fffff,32
8844d852a1fffff,69
8844d8576dfffff,12
8844d850cbfffff,30
8844d850cdfffff,38
8844d85015fffff,127
8844d85007fffff,87
8844d850c7fffff,24
8844d85155fffff,61
8844d85165fffff,10
8844d851cbfffff,44
8844d851ddfffff,37
8844d85ad5fffff,46
8844d85a11fffff,13
8844d85a13fffff,19
8844d85a65fffff,36
8844d85a21fffff,15
8844d85ac7fffff,1
8844d85a87fffff,51
8844d85ab9fffff,146
8844d85443fffff,27
8844d85413fffff,27
8844d85447fffff,6
8844d85407fffff,58
8844d8542bfffff,65
8844d85423fffff,42
8844d8550bfffff,13
8844d85537fffff,38
8844d842ddfffff,21
8844d842e9fffff,25
8844d854cbfffff,11
8844d854c3fffff,35
8844d8466dfffff,16
8844d855a3fffff,50
8844d855a7fffff,40
8844d84749fffff,44
8844d840dbfffff,27
8844d8462dfffff,28
8844d84711fffff,57
8844d84701fffff,59
8844d84763fffff,71
8844d8519dfffff,34
8844d85193fffff,43
8844d851b1fffff,74
8844d84359fffff,63
8844d84267fffff,14
8844d8422dfffff,39
8844d84309fffff,56
8844d84303fffff,138
8844d84045fffff,44
8844d858ddfffff,42
8844d84321fffff,36
8844d84325fffff,31
8844d8589dfffff,15
8844d858a3fffff,287
8844d84109fffff,250
8844d84a5dfffff,197
8844d840e3fffff,417
8844d840e5fffff,161
8844d841edfffff,54
8844d841e3fffff,53
8844d84137fffff,116
8844d84addfffff,337
8844d84a9dfffff,50
8844d84e6dfffff,216
8844d841b5fffff,82
8844d84f6bfffff,299
8844d84f61fffff,117
8844de2d03fffff,61
8844de2d87fffff,15
8844d8594bfffff,23
8844d85b23fffff,1
8844d85867fffff,80
8844d859c1fffff,26
8844d8592bfffff,223
8844d859e9fffff,50
8844d859e7fffff,25
8844d85937fffff,58
8844da96dbfffff,50
8844da964bfffff,40
8844da9663fffff,14
8844d85927fffff,37
8844da9617fffff,39
8844da9623fffff,61
8844da941dfffff,39
8844da9259fffff,11
8844da9707fffff,14
8844da90d1fffff,68
8844da956dfffff,68
8844da951dfffff,55
8844da952bfffff,147
8844da90a7fffff,86
8844da90b9fffff,6
8844da8259fffff,23
8844da91abfffff,26
8844da8245fffff,16
8844da826bfffff,33
8844da91b3fffff,57
8844da8253fffff,1
8844da8055fffff,21
8844d859d5fffff,31
8844d859e3fffff,22
8844da9693fffff,56
8844d84a01fffff,112
8844d84a37fffff,96
8844d84a27fffff,171
8844d84b19fffff,107
8844d8486dfffff,249
8844d84867fffff,143
8844da969bfffff,9
8844da96abfffff,89
8844da94ebfffff,43
8844da94b5fffff,21
8844d84967fffff,84
8844d84aabfffff,60
8844d848b9fffff,85
8844d849d3fffff,68
8844d849cdfffff,48
8844d84917fffff,45
8844da86cbfffff,64
8844dab269fffff,32
8844dd3015fffff,6
8844dd30edfffff,4
8844dd30a9fffff,33
8844dd30adfffff,9
8844dd318dfffff,1
8844dd3ad1fffff,1
8844dd3a81fffff,46
8844dd3aedfffff,19
8844d8b517fffff,4
8844d8b5e3fffff,27
8844d8b583fffff,13
8844d8b5a1fffff,22
8844d8a2d3fffff,10
8844d8a213fffff,29
8844d8a055fffff,15
8844d8a313fffff,10
8844d8a15bfffff,15
8844d8a14dfffff,10
8844d8a143fffff,7
8844d8a129fffff,10
8844d8a11bfffff,1
8844d8b8b7fffff,5
8844d8b8b5fffff,12
8844d8aa4bfffff,6
8844d8ab47fffff,7
8844d8ab67fffff,8
8844d8ab25fffff,5
8844dcc029fffff,2
8844dccac3fffff,4
8844dcc18dfffff,15
8844dcc1bbfffff,4
8844dccf4dfffff,3
8844dcc823fffff,1
8844dcc9c3fffff,29
8844dccf13fffff,4
8844dccf0dfffff,2
8844dccf15fffff,15
8844dccf3dfffff,1
8844dccd41fffff,5
8844dccc39fffff,25
8844dccc25fffff,8
8844dcc89dfffff,4
8844dcc893fffff,3
8844dccd45fffff,11
8844dcc8adfffff,7
8844dcc99bfffff,5
8844dccd0dfffff,3
8844dccd3dfffff,23
8844dcc951fffff,5
8844dcc957fffff,2
8844d13495fffff,1
8844dcc98dfffff,4
8844d126ebfffff,12
8844d12647fffff,3
8844d1262dfffff,6
8844d12717fffff,7
8844d12739fffff,10
8844d1244bfffff,7
8844d12445fffff,9
8844d12439fffff,5
8844d1242bfffff,17
8844d12425fffff,14
8844dcc9b9fffff,15
8844dcc9bbfffff,21
8844dc5343fffff,8
8844d1269dfffff,16
8844dc5347fffff,12
8844d124d1fffff,15
8844dc5319fffff,11
8844dc5317fffff,27
8844d124cdfffff,23
8844d12413fffff,75
8844d124e9fffff,11
8844d124e1fffff,48
882ad31335fffff,2
882ad31323fffff,1
882ad3c4d5fffff,17
882ad3c6bbfffff,13
882ad3c681fffff,33
882ad3c68bfffff,20
882ad3c717fffff,3
882ad3c0d5fffff,10
882ad3c2b7fffff,2
882ad3c701fffff,1
882ad3c769fffff,1
882ad3c6e7fffff,2
882ad3c6e9fffff,7
882ad3c751fffff,1
882ad3d4bbfffff,17
882ad3c2e3fffff,1
882ad3c223fffff,5
882ad3c211fffff,6
882ad3c21dfffff,6
882ad3c2cdfffff,1
882ad3d563fffff,1
882ad3d5abfffff,1
882ad3d433fffff,1
882ad3d42bfffff,3
882ad3d403fffff,1
882ad3d401fffff,1
882ad3d409fffff,1
882ad3d717fffff,1
882ad3892bfffff,1
882ad3d495fffff,1
882ad38b2dfffff,3
882ad3d0a1fffff,7
882ad3d083fffff,2
882ad3d081fffff,2
882ad3d0d5fffff,1
882ad3d1cdfffff,4
882ad3d1c3fffff,2
882ad3d007fffff,2
882ad3d021fffff,2
882ad3d011fffff,5
882ad3d0dbfffff,3
882ad3d2b9fffff,2
882ad3d2cbfffff,3
882ad06d39fffff,1
882ad3d30bfffff,4
882ad3d36bfffff,4
882ad3d049fffff,7
882ad2a6d9fffff,2
882ad3d34bfffff,5
882ad069a7fffff,5
882ad3d253fffff,5
882ad3d243fffff,2
882ad06d65fffff,2
882ad06895fffff,1
882ad068abfffff,3
882ad069d9fffff,1
882ad3d66dfffff,1
882ad06d89fffff,1
882ad06dcdfffff,4
882ad06dc9fffff,1
882ad06d51fffff,1
882ad06d59fffff,4
882ad2a6cbfffff,4
882ad06905fffff,6
882ad06931fffff,15
882ad06969fffff,81
882ad06949fffff,1
882ad2b4d1fffff,1
882ad06859fffff,1
882ad06a07fffff,4
882ad06a05fffff,3
882ad06a6bfffff,2
882ad07991fffff,9
882ad2b417fffff,7
882ad2b687fffff,1
882ad2b715fffff,4
882ad2b719fffff,1
882ad2b6edfffff,2
882ad2b693fffff,1
882ad07983fffff,1
882ad079e9fffff,1
882ad07835fffff,4
882ad06a19fffff,3
882ad07b3bfffff,2
882ad07b11fffff,3
882ad04d97fffff,1
882ad04cadfffff,10
882ad04c99fffff,1
882ad07b65fffff,1
882ad048d3fffff,3
882ad04d59fffff,1
882ad04c69fffff,3
882ad04f55fffff,3
882ad04f1bfffff,1
882ad04e45fffff,5
882ad04f4bfffff,2
882ad041b5fffff,10
882ad040a7fffff,7
882ad040a1fffff,11
882ad040e3fffff,1
882ad07b51fffff,3
882ad07b43fffff,1
882ad04eddfffff,2
882ad04521fffff,1
882ad040b9fffff,1
882ad04a2dfffff,3
882ad04a43fffff,12
882ad059bbfffff,1
882ad04a57fffff,7
882ad04155fffff,3
882ad04015fffff,1
882ad04001fffff,18
882ad04153fffff,1
882ad04307fffff,2
882ad05913fffff,1
882ad05835fffff,6
882ad05847fffff,1
882ad058d5fffff,1
882ad0434dfffff,2
882ad0405bfffff,1
882ad051b7fffff,2
882ad051abfffff,1
882ad051e7fffff,1
882ad05b5bfffff,3
882ad62539fffff,2
882ad6259bfffff,1
882ad624b1fffff,2
882ad6245bfffff,2
882ad62e11fffff,5
882ad62199fffff,8
882ad620cdfffff,1
882ad622b5fffff,1
882ad62753fffff,1
882ad62293fffff,2
882ad62685fffff,1
882ad62669fffff,4
882ad634adfffff,14
882ad62023fffff,4
882ad6205dfffff,48
882ad6223bfffff,4
882ad6236bfffff,3
882ad62207fffff,4
882ad635edfffff,7
882ad6224bfffff,29
882ad63509fffff,8
882ad6350dfffff,2
882ad63723fffff,2
882ad63a93fffff,7
882ad63a97fffff,12
882ad63ac3fffff,4
882ad63187fffff,16
882ad63127fffff,3
882ad63125fffff,10
882ad6312dfffff,10
882ad63067fffff,3
882ad631dbfffff,2
882ad632b7fffff,2
882ad63039fffff,1
882ad6300bfffff,2
882ad632adfffff,2
882ad63285fffff,3
882ad63423fffff,8
882ad63429fffff,3
882ad6372bfffff,4
882ad63299fffff,5
882ad632c3fffff,6
882ad632d3fffff,1
882ad6ad25fffff,5
882ad63169fffff,38
882ad63145fffff,27
882ad60487fffff,4
882ad604e9fffff,1
882ad60693fffff,20
8844d80661fffff,17
8844d12437fffff,6
882ad31a33fffff,17
882ad31ae7fffff,108
882ad31aebfffff,216
882ad31a3bfffff,1
882ad31b19fffff,9
882ad31a59fffff,24
882ad31a45fffff,28
882ad3c5c5fffff,4
882ad3c431fffff,1
882ad3116dfffff,90
882ad3110dfffff,47
882ad31143fffff,20
882ad3114dfffff,28
882ad389b7fffff,22
882ad389bdfffff,36
882ad389adfffff,36
882ad3d4c9fffff,4
882ad3d45bfffff,1
8844dc26adfffff,48
8844dc26a1fffff,10
8844dc2409fffff,9
8844dc3509fffff,1
8844dc22ddfffff,80
8844dc22c3fffff,32
8844dc2285fffff,10
8844dc22a7fffff,79
8844dc2237fffff,16
8844dc233dfffff,12
8844dc2029fffff,8
8844dc2189fffff,1
8844dc35b7fffff,8
8844dc2743fffff,9
8844dc270dfffff,9
8844dc254dfffff,4
8844dc20bbfffff,7
8844dc2e49fffff,1
8844dc218dfffff,4
8844dc2e59fffff,8
8844dc2e1bfffff,14
8844dc2e23fffff,3
8844dd526dfffff,14
8844dd5349fffff,40
8844dc24c9fffff,25
8844dc249bfffff,3
8844dd5109fffff,10
8844dc2495fffff,10
8844dd5155fffff,1
8844dd5115fffff,2
8844dd5acbfffff,9
8844dd5ab9fffff,19
8844dd5abdfffff,23
8844dc25d3fffff,2
8844dc2595fffff,9
8844dc25b9fffff,17
8844dc25b1fffff,3
8844dd5a09fffff,39
8844dd5b5dfffff,15
8844dd5b55fffff,27
8844dd5b63fffff,16
8844dc2e87fffff,3
8844dc2c5bfffff,2
8844dc2eb1fffff,20
8844dc2ccbfffff,1
8844dc2ce7fffff,14
8844dc2cb1fffff,13
8844dd5a33fffff,3
8844dd582dfffff,11
8844dd5803fffff,15
8844dd58e1fffff,8
8844dd5833fffff,31
8844dd5949fffff,42
8844dd595dfffff,19
8844dd596bfffff,8
8844dd5967fffff,26
8844d89647fffff,20
8844dd593dfffff,2
8844dd5933fffff,4
8844d896ddfffff,1
8844d896e9fffff,2
8844dc2a0dfffff,1
8844dc2131fffff,9
8844dc2ac9fffff,1
8844dc2aedfffff,11
8844dc2a6bfffff,2
8844dc2b5dfffff,1
8844dc2b3dfffff,3
8844dc2b27fffff,1
8844dc2b37fffff,1
8844dc294bfffff,1
8844dc2a9bfffff,2
8844dc2f6dfffff,2
8844dc2f61fffff,2
8844dc2a87fffff,1
8844dc2aabfffff,4
8844dc2891fffff,3
8844dc289dfffff,3
8844d8925dfffff,2
8844d89247fffff,1
8844dc29b1fffff,1
8844d89265fffff,3
8844d8926bfffff,1
8844d89263fffff,16
8844d89353fffff,6
8844dc6645fffff,1
8844dc663dfffff,1
8844dc675dfffff,10
8844dc6293fffff,3
8844dc6747fffff,52
8844dc671bfffff,1
8844dc6719fffff,1
8844dc2935fffff,1
8844dc66c1fffff,3
8844dc66d3fffff,3
8844dc6453fffff,2
8844dc6691fffff,4
8844dc651bfffff,4
8844dc65c5fffff,3
8844dc2c05fffff,12
8844dc2d5bfffff,1
8844dc2c25fffff,3
8844dc2c37fffff,3
8844dc2dcbfffff,21
8844dc2d11fffff,4
8844dc2d0dfffff,9
8844dc2d01fffff,12
8844d892ddfffff,11
8844dc2d8dfffff,4
8844dc2d9bfffff,2
8844dc2da5fffff,6
8844d89257fffff,3
8844d89219fffff,14
8844d89205fffff,1
8844d89231fffff,2
8844d8931bfffff,3
8844d89317fffff,2
8844d89667fffff,11
8844d89607fffff,6
8844d89735fffff,3
8844d8945dfffff,29
8844d890c7fffff,11
8844d8909dfffff,12
8844d890bdfffff,3
8844d890a3fffff,8
8844d890b7fffff,14
8844d88249fffff,3
8844d89523fffff,8
8844d89527fffff,3
8844d882c9fffff,1
8844d88253fffff,7
8844d88209fffff,1
8844d8915bfffff,4
8844dc64b9fffff,6
8844d89a13fffff,1
8844d89a61fffff,10
8844d89a03fffff,11
8844d89b47fffff,2
8844d89a2dfffff,2
8844d89b55fffff,2
8844d89a15fffff,21
8844d891a7fffff,1
8844d88363fffff,6
8844d88337fffff,31
8844d89aabfffff,36
8844d898cdfffff,5
8844d89813fffff,13
8844d898d7fffff,48
8844d89889fffff,27
8844d898e3fffff,26
8844d89839fffff,57
8844d89833fffff,1
8844d89823fffff,12
8844d89883fffff,3
8844d898adfffff,1
8844d8999dfffff,8
8844dd4e25fffff,32
8844dd5895fffff,26
8844dd4acdfffff,154
8844dd7947fffff,34
8844dd7915fffff,21
8844dd4cd7fffff,36
8844dd796bfffff,21
8844dd4d99fffff,24
8844d8b641fffff,40
8844d8b653fffff,9
8844d8b555fffff,25
8844d8b0c9fffff,18
8844d8b0cdfffff,30
8844d8b0c5fffff,43
8844d8b0c7fffff,32
8844d8b0d5fffff,22
8844d8b089fffff,45
